module,type,name,res_id,src,value,comments
base,code,addons/base/models/ir_qweb_fields.py,348,Selection,Селекция,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,348,By default the widget uses the field information,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,351,Json,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,351,By default the widget uses the field information,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,489,Original currency,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,490,Display currency,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,491,Date,Дата,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,491,Date used for the original currency (only used for t-esc). by default use the current date.,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,492,Company,Фирма,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,492,Company used for the original currency (only used for t-esc). By default use the user company,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,501,The value send to monetary field is not a number.,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,560,year,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,561,month,месец,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,561,month,месец,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,562,week,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,562,week,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,563,day,ден,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,563,day,ден,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,564,hour,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,564,hour,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,565,minute,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,565,minute,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,566,second,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,566,second,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,599,The value (%s) passed should be positive,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,602,The hour must be between 0 and 23,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,636,Digital formatting,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,637,Date unit,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,637,Date unit used for comparison and formatting,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,638,Rounding unit,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,638,Date unit used for the rounding. The value must be smaller than 'hour' if you use the digital formatting.,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,642,Long,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,643,Short,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,643,short,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,644,Narrow,Тясно,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,644,narrow,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,645,Format,Формат,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,646,"Formatting: long, short, narrow (not used for digital)",,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,651,Add direction,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,652,Add directional information (not used for digital),,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,727,Reference date,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,727,"Date to compare with the field value, by default use the current date.",,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,763,Barcode symbology,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,763,"Barcode type, eg: UPCA, EAN13, Code128","Тип баркод, напр: UPCA, EAN13, Code128",odoo-python
base,code,addons/base/models/ir_qweb_fields.py,764,Width,Широчина,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,765,Height,Височина,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,766,Human Readable,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,789,Barcode %s,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,803,Name,Име,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,804,Address,Адрес,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,805,Phone,Телефон,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,806,Email,Имейл,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,807,VAT,ДДС,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,811,Space,Празно място,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,811,Comma,Запетая,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,811,Dash,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,811,Vertical bar,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,811,Slash,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,812,Linebreak,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,815,Displayed fields,Показаните полета,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,815,List of contact fields to display in the widget,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,816,Address separator,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,816,Separator use to split the address from the display_name.,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,817,Hide badges,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,817,Don't display the font awesome marker,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,818,Use comma,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,818,Use comma instead of the <br> tag to display the address,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,819,Display phone icons,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,819,Display the phone icons even if no_marker is True,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,820,Display country image,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,820,Display the country image if the field is present on the record,,odoo-python
base,code,addons/base/models/ir_qweb_fields.py,863,VAT,ДДС,odoo-python
base,code,addons/base/models/res_company.py,24,Duplicating a company is not allowed. Please create a new company instead.,Duplicating a company is not allowed. Please create a new company instead.,odoo-python
base,code,addons/base/models/res_company.py,359,The company hierarchy cannot be changed.,,odoo-python
base,code,addons/base/models/res_company.py,403,The company %(company_name)s cannot be archived because it is still used as the default company of %(active_users)s users.,,odoo-python
base,code,addons/base/models/res_company.py,416,The %s of a subsidiary must be the same as it's root company.,,odoo-python
base,code,addons/base/models/res_company.py,463,Branches,,odoo-python
base,code,addons/base/models/res_company.py,465,parent_id,,odoo-python
base,code,addons/base/models/ir_embedded_actions.py,93,You cannot delete a default embedded action,,odoo-python
base,code,addons/base/models/ir_actions_report.py,469,wkhtmltoimage 0.12.0^ is required in order to render images from html,,odoo-python
base,code,addons/base/models/ir_actions_report.py,492,Wkhtmltoimage failed (error code: %(error_code)s). Message: %(error_message_end)s,,odoo-python
base,code,addons/base/models/ir_actions_report.py,617,Tried to convert multiple documents in wkhtmltopdf using unpatched QT,,odoo-python
base,code,addons/base/models/ir_actions_report.py,622,Wkhtmltopdf failed (error code: %(error_code)s). Memory limit too low or maximum file number of subprocess reached. Message : %(message)s,,odoo-python
base,code,addons/base/models/ir_actions_report.py,626,Wkhtmltopdf failed (error code: %(error_code)s). Message: %(message)s,,odoo-python
base,code,addons/base/models/ir_actions_report.py,778,Odoo is unable to merge the generated PDFs.,,odoo-python
base,code,addons/base/models/ir_actions_report.py,848,Unable to find Wkhtmltopdf on this system. The PDF can not be created.,Unable to find Wkhtmltopdf on this system. The PDF can not be created.,odoo-python
base,code,addons/base/models/ir_actions_report.py,865,"Report template “%s” has an issue, please contact your administrator.

Cannot separate file to save as attachment because the report's template does not contain the attributes 'data-oe-model' and 'data-oe-id' as part of the div with 'article' classname.",,odoo-python
base,code,addons/base/models/ir_actions_report.py,1056,Problematic record(s),,odoo-python
base,code,addons/base/models/ir_actions_report.py,1068,Odoo is unable to merge the generated PDFs because of %(num_errors)s corrupted file(s),,odoo-python
base,code,addons/base/models/ir_actions_report.py,1070,View Problematic Record(s),,odoo-python
base,code,addons/base/models/res_config.py,159,Cannot duplicate configuration!,Не можете да дублирате конфигурация!,odoo-python
base,code,addons/base/models/res_config.py,366,Only administrators can change the settings,Only administrators can change the settings,odoo-python
base,code,addons/base/models/res_config.py,386,Uninstall modules,,odoo-python
base,code,addons/base/models/res_config.py,522,Go to the configuration panel,Отидете в конфигурационния панел,odoo-python
base,code,addons/base/models/res_config.py,563,Invalid template user. It seems it has been deleted.,,odoo-python
base,code,addons/base/models/res_lang.py,117,At least one language must be active.,At least one language must be active.,odoo-python
base,code,addons/base/models/res_lang.py,125,"Invalid date/time format directive specified. Please refer to the list of allowed directives, displayed when you edit a language.","Invalid date/time format directive specified. Please refer to the list of allowed directives, displayed when you edit a language.",odoo-python
base,code,addons/base/models/res_lang.py,133,Using 24-hour clock format with AM/PM can cause issues.,,odoo-python
base,code,addons/base/models/res_lang.py,134,Changing to 12-hour clock format instead.,,odoo-python
base,code,addons/base/models/res_lang.py,148,"The Separator Format should be like [,n] where 0 < n :starting from Unit digit. -1 will end the separation. e.g. [3,2,-1] will represent 106500 to be 1,06,500;[1,2,-1] will represent it to be 106,50,0;[3] will represent it as 106,500. Provided as the thousand separator in each case.","The Separator Format should be like [,n] where 0 < n :starting from Unit digit. -1 will end the separation. e.g. [3,2,-1] will represent 106500 to be 1,06,500;[1,2,-1] will represent it to be 106,50,0;[3] will represent it as 106,500. Provided as the thousand separator in each case.",odoo-python
base,code,addons/base/models/res_lang.py,308,"Field ""%s"" is not cached",,odoo-python
base,code,addons/base/models/res_lang.py,340,Language code cannot be modified.,Езиковият код не може да се променя.,odoo-python
base,code,addons/base/models/res_lang.py,343,Cannot deactivate a language that is currently used by users.,"Не можете да деактивирате език, използван в момента от потребителите.",odoo-python
base,code,addons/base/models/res_lang.py,345,Cannot deactivate a language that is currently used by contacts.,,odoo-python
base,code,addons/base/models/res_lang.py,347,You cannot archive the language in which Odoo was setup as it is used by automated processes.,,odoo-python
base,code,addons/base/models/res_lang.py,380,Base Language 'en_US' can not be deleted.,Основният език 'en_US' не може да бъде изтрит.,odoo-python
base,code,addons/base/models/res_lang.py,383,You cannot delete the language which is the user's preferred language.,,odoo-python
base,code,addons/base/models/res_lang.py,385,"You cannot delete the language which is Active!
Please de-activate the language first.","Не можете да изтриете езика, който е активен!
Моля, първо деактивирайте езика.",odoo-python
base,code,addons/base/models/res_lang.py,396,%s (copy),%s (копие),odoo-python
base,code,addons/base/models/res_lang.py,398,%s (copy),%s (копие),odoo-python
base,code,addons/base/models/res_lang.py,400,%s (copy),%s (копие),odoo-python
base,code,addons/base/models/res_lang.py,407,format() must be given exactly one %char format specifier,format() must be given exactly one %char format specifier,odoo-python
base,code,addons/base/models/res_lang.py,415,The language %s is not installed.,,odoo-python
base,code,addons/base/models/res_lang.py,433,The languages that you selected have been successfully installed. Users can choose their favorite language in their preferences.,,odoo-python
base,code,addons/base/models/ir_model.py,27,You are not allowed to access '%(document_kind)s' (%(document_model)s) records.,,odoo-python
base,code,addons/base/models/ir_model.py,28,You are not allowed to modify '%(document_kind)s' (%(document_model)s) records.,,odoo-python
base,code,addons/base/models/ir_model.py,29,You are not allowed to create '%(document_kind)s' (%(document_model)s) records.,,odoo-python
base,code,addons/base/models/ir_model.py,30,You are not allowed to delete '%(document_kind)s' (%(document_model)s) records.,,odoo-python
base,code,addons/base/models/ir_model.py,32,"This operation is allowed for the following groups:
%(groups_list)s",,odoo-python
base,code,addons/base/models/ir_model.py,33,No group currently allows this operation.,,odoo-python
